# ----------------------------------------
# Report CSV Export
# Account: psyTeachR
# Property: psyTeachR
# ----------------------------------------
# 
# All Users
# Start date: 20211024
# End date: 20211030

Page path + query string and screen class,Views
/,524
/DTHCB/,394
/analysis-v2/data-wrangling-a-key-skill.html,385
/data-skills-v1/data-wrangling-1.html,354
/analysis-v2/data-visualisation-through-ggplot2.html,351
/DTHCB/dthcb_sodokethop.html,309
/quant-fun-v2/programming-basics.html,284
/quant-fun-v2/data-wrangling-1.html,259
/quant-fun-v2/data-wrangling-2.html,234
/DTHCB/dthcb_gioithieu.html,209
/quant-fun-v2/data-wrangling-3.html,206
/analysis-v2/starting-with-r-markdown.html,190
/data-skills-v1/,182
/data-skills-v1/programming-basics.html,177
/data-skills-v1/loading-data.html,176
/analysis-v2/revisiting-probability-distributions.html,160
/msc-data-skills/ggplot.html,157
/DTHCB/dthcb_hienmac_moimac.html,148
/DTHCB/dthls_sailech.html,148
/quant-fun-v2/,147
/quant-fun-v2/intro-to-r.html,147
/quant-fun-v2/starting-with-data.html,146
/analysis-v2/,142
/data-skills-v1/ref1.html,137
/stat-models-v1/,137
/DTHCB/dthcb_ncmota.html,136
/DTHCB/dthcb_thietke.html,135
/quant-fun-v2/factorial-anova.html,127
/DTHCB/dthcb_nhieu.html,125
/DTHCB/dthcb_cohoi.html,123
/DTHCB/dthcb_nccatngang.html,112
/data-skills-v1/getting-to-know-the-data.html,112
/quant-fun-v2/t-tests.html,111
/reprores-v2/,110
/reprores-v2/repro.html,110
/DTHCB/dthcb_dich2.html,106
/stat-models-v1/introducing-linear-mixed-effects-models.html,103
/quant-fun-v2/one-way-anova.html,97
/ug2-practical/,95
/stat-models-v1/correlation-and-regression.html,90
/reprores-v2/ggplot.html,89
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html,80
/DTHCB/dthcb_ncbenhchung.html,71
/quant-fun-v2/visualisation.html,70
/DTHCB/dthcb_ncdh.html,69
/stat-models-v1/multiple-regression.html,69
/ug2-practical/data-wrangling-a-key-skill.html,69
/DTHCB/dthcb_sdnq.html,63
/data-skills-v1/data-wrangling-2.html,63
/shiny-tutorials/01-first-app.html,63
/stat-models-v1/interactions.html,62
/msc-data-skills/sim.html,59
/DTHCB/index.html,58
/reprores-v2/exercises.html,58
/DTHCB/dthcb_trinhbay.html,57
/DTHCB/dthcb_ncct.html,53
/quant-fun-v2/foreword.html,51
/stat-models-v1/introduction.html,49
/reprores-v2/intro.html,48
/reprores-v2/tidyr.html,48
/msc-data-skills/glm.html,47
/quant-fun-v2/index.html,46
/ug2-practical/visualisation-through-ggplot2.html,44
/reprores-v2/data.html,43
/quant-fun-v2/intro-to-data-visualisation.html,42
/data-skills-v1/intro-to-data-viz.html,41
/msc-data-skills/intro.html,41
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html,41
/stat-models-v1/index.html,38
/ug2-practical/within-subjects-t-test.html,38
/msc-conv/data-wrangling-1.html,37
/reprores-v2/joins.html,34
/reprores-v2/dplyr.html,30
/mms/coding_club.html,29
/glossary/,27
/handyworkbook/one-sample-chi-square.html,26
/msc-data-skills/data.html,26
/ug2-practical/continuing-the-glm-two-factor-designs.html,25
/glossary/r,24
/quant-fun-v2/correlations.html,24
/analysis-v2/index.html,23
/data-skills-v1/scatterplots.html,23
/ug2-practical/starting-with-r-markdown.html,22
/books/,20
/data-skills-v1/index.html,20
/analysis-v2/data-wrangling-a-key-skill.html?q=count,19
/data-skills-v1/installing-r.html,19
/msc-data-skills/,19
/stat-models-v1/generalized-linear-mixed-effects-models.html,19
/ug2-practical/nhst-and-one-sample-t-tests.html,19
/handyworkbook/descriptives.html,18
/introdataviz/,18
/reprores-v2/func.html,18
/reprores-v2/glm.html,18
/analysis-v2/nhst-binomial-test-and-one-sample-t-test.html,17
/introdataviz/representing-summary-statistics.html,17
/quant-fun-v2/probability.html,17
/reprores-v2/installingr.html,17
/analysis-v2/installing-r.html,16
/data-skills-v1/reshaping-data.html,16
/handyworkbook/,16
/msc-conv/loading-data.html,16
/ug2-practical/permutation-tests---a-skill-set.html,16
/glossary/c,15
/glossary/glossary.html,15
/msc-conv/intro-to-r.html,15
/msc-conv/one-way-anova.html,15
/msc-conv/dissertation-analysis-guide.html,14
/msc-data-skills/tidyr.html,14
/quant-fun-v2/citing-r-rstudio.html,14
/data-skills-v1/probability-continued.html,13
/glossary/d,13
/msc-conv/comparing-two-correlations.html,13
/msc-conv/power-and-error.html,13
/msc-conv/regression.html,13
/msc-conv/t-tests.html,13
/reprores-v2/index.html,13
/tutorials/,13
/ads-v1/reports.html,12
/data-skills-v1/simulation.html,12
/mms/,12
/ug2-practical/introduction-to-glm-one-factor-anova.html,12
/ug2-practical/revisiting-probability-distributions.html,12
/analysis-v2/data-visualisation-through-ggplot2.html?q=violin,11
/analysis-v2/data-wrangling-a-key-skill.html?q=pipes,11
/glossary/index.html,11
/glossary/p.html,11
/glossary/t,11
/msc-data-skills/func.html,11
/quant-fun-v2/regression.html,11
/ads-v1/,10
/analysis-v2/data-wrangling-a-key-skill.html?q=mutate,10
/analysis-v2/data-wrangling-a-key-skill.html?q=select,10
/analysis-v2/data-wrangling-a-key-skill.html?q=summarise,10
/data-skills-v1/aq-data-and-recap.html,10
/data-skills-v1/pipes.html,10
/glossary/c.html,10
/glossary/f,10
/glossary/r.html,10
/introdataviz/index.html,10
/msc-data-skills/index.html,10
/ug2-practical/regression.html,10
