# ----------------------------------------
# Report CSV Export
# Account: psyTeachR
# Property: psyTeachR
# ----------------------------------------
# 
# All Users
# Start date: 20211205
# End date: 20211211

Page path + query string and screen class,Views
/quant-fun-v2/data-wrangling-1.html,522
/,428
/quant-fun-v2/data-wrangling-2.html,408
/quant-fun-v2/regression.html,319
/quant-fun-v2/data-wrangling-3.html,290
/handyworkbook/chi-square-cross-tabulation.html,247
/handyworkbook/one-sample-chi-square.html,245
/quant-fun-v2/intro-to-data-visualisation.html,242
/quant-fun-v2/multiple-regression.html,238
/quant-fun-v2/starting-with-data.html,235
/quant-fun-v2/correlations.html,220
/DTHCB/dthcb_gioithieu.html,197
/DTHCB/,196
/quant-fun-v2/t-tests.html,190
/DTHCB/dthcb_thietke.html,187
/quant-fun-v2/intro-to-r.html,168
/DTHCB/dthcb_dich2.html,165
/stat-models-v1/,157
/DTHCB/dthcb_sodokethop.html,154
/quant-fun-v2/programming-basics.html,154
/DTHCB/dthcb_hienmac_moimac.html,152
/DTHCB/dthcb_ncmota.html,148
/reprores-v2/,147
/quant-fun-v2/,127
/quant-fun-v2/visualisation.html,125
/handyworkbook/descriptives.html,122
/msc-data-skills/ggplot.html,121
/handyworkbook/between-subjects-students-t-test.html,115
/handyworkbook/one-sample-t-test.html,106
/DTHCB/dthcb_ncct.html,102
/data-skills-v1/,102
/quant-fun-v2/screening-data.html,98
/DTHCB/dthls_sailech.html,90
/reprores-v2/glm.html,90
/reprores-v2/ggplot.html,86
/stat-models-v1/generalized-linear-mixed-effects-models.html,86
/msc-conv/regression.html,85
/quant-fun-v2/power-and-effect-sizes.html,85
/DTHCB/dthcb_ncbenhchung.html,83
/stat-models-v1/introducing-linear-mixed-effects-models.html,83
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html,83
/stat-models-v1/correlation-and-regression.html,81
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html,80
/DTHCB/dthcb_nccatngang.html,78
/DTHCB/dthcb_ncdh.html,77
/DTHCB/dthcb_trinhbay.html,77
/msc-data-skills/sim.html,76
/quant-fun-v2/index.html,76
/handyworkbook/,75
