# ----------------------------------------
# Report CSV Export
# Account: psyTeachR
# Property: psyTeachR
# ----------------------------------------
# 
# All Users
# Start date: 20220116
# End date: 20220122

Page path + query string and screen class,Views
/data-skills-v1/aq-data-and-recap.html,583
/,519
/quant-fun-v2/one-way-anova.html,325
/quant-fun-v2/t-tests.html,305
/analysis-v2/correlations.html,291
/quant-fun-v2/factorial-anova.html,285
/quant-fun-v2/visualisation.html,252
/quant-fun-v2/data-wrangling-1.html,237
/quant-fun-v2/intro-to-data-visualisation.html,230
/quant-fun-v2/data-wrangling-2.html,212
/data-skills-v1/loading-data.html,162
/quant-fun-v2/data-wrangling-3.html,160
/quant-fun-v2/power-and-effect-sizes.html,155
/msc-data-skills/sim.html,144
/quant-fun-v2/correlations.html,136
/analysis-v2/,128
/data-skills-v1/,125
/stat-models-v1/,123
/quant-fun-v2/,110
/quant-fun-v2/starting-with-data.html,104
/quant-fun-v2/probability.html,103
/msc-data-skills/ggplot.html,102
/quant-fun-v2/screening-data.html,94
/data-skills-v1/getting-to-know-the-data.html,93
/data-skills-v1/data-wrangling-1.html,87
/data-skills-v1/programming-basics.html,82
/introdataviz/advanced-plots.html,82
/msc-data-skills/glm.html,80
/data-skills-v1/ref1.html,74
/quant-fun-v2/programming-basics.html,74
/quant-fun-v2/index.html,72
/reprores-v2/,72
/quant-fun-v2/intro-to-r.html,66
/data-skills-v1/reshaping-data.html,60
/reprores-v2/index.html,60
/stat-models-v1/introducing-linear-mixed-effects-models.html,59
/introdataviz/representing-summary-statistics.html,58
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html,56
/resources.html,54
/reprores-v2/intro.html,53
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html,53
/introdataviz/,52
/introdataviz/multi-part-plots.html,49
/reprores-v2/repro.html,47
/analysis-v2/simple-regression.html,45
/stat-models-v1/correlation-and-regression.html,45
/data-skills-v1/intro-to-data-viz.html,44
/shinyintro/,44
/msc-data-skills/,41
/introdataviz/transforming-data.html,39
/stat-models-v1/index.html,39
/analysis-v2/data-wrangling-a-key-skill.html,38
/ug2-practical/,38
/analysis-v2/starting-with-r-markdown.html,37
/data-skills-v1/data-wrangling-2.html,37
/ug2-practical/within-subjects-t-test.html,36
/DTHCB/,35
/stat-models-v1/multiple-regression.html,35
/DTHCB/dthcb_gioithieu.html,34
/data-skills-v1/index.html,34
/DTHCB/dthcb_thietke.html,33
/introdataviz/introduction.html,33
/DTHCB/dthcb_dich2.html,30
/stat-models-v1/generalized-linear-mixed-effects-models.html,30
/quant-fun-v2/regression.html,29
/stat-models-v1/interactions.html,29
/analysis-v2/data-visualisation-through-ggplot2.html,28
/handyworkbook/,28
/stat-models-v1/introduction.html,28
/data-skills-v1/scatterplots.html,27
/analysis-v2/apes---alpha-power-effect-sizes-sample-size.html,25
/quant-fun-v2/multiple-regression.html,25
/shiny-tutorials/01-first-app.html,23
/DTHCB/dthcb_ncdh.html,22
/reprores-v2/ggplot.html,21
/ug2-practical/starting-with-r-markdown.html,21
/handyworkbook/correlation-pearson.html,20
/mms/coding_club.html,20
/reprores-v2/installingr.html,20
/ads-v1/,19
/analysis-v2/nhst-paired-sample-t-test-and-nonparametric-tests.html,19
/introdataviz/getting-started.html,19
/quant-fun-v2/foreword.html,19
/ug2-practical/visualisation-through-ggplot2.html,19
/mms/,18
/shiny-tutorials/data-input.html,18
/DTHCB/dthcb_ncbenhchung.html,17
/ads-v1/intro.html,17
/reprores-v2/glm.html,17
/shiny-tutorials/,17
/analysis-v2/nhst-binomial-test-and-one-sample-t-test.html,16
/analysis-v2/nhst-two-sample-t-test.html,16
/template/,16
/DTHCB/dthcb_hienmac_moimac.html,15
/introdataviz/index.html,15
/msc-conv/comparing-two-correlations.html,15
/msc-data-skills/data.html,15
/msc-data-skills/intro.html,15
/ads-v1/joins.html,14
/msc-data-skills/func.html,14
/quant-fun-v2/data-wrangling-2.html?q=select,14
/reprores-v2/dplyr.html,14
/ug2-practical/continuing-the-glm-two-factor-designs.html,14
/ads-v1/index.html,13
/msc-data-skills/dplyr.html,13
/quant-fun-v2/t-tests.html?q=bind_rows,13
/reprores-v2/data.html,13
/reprores-v2/tidyr.html,13
/stat-models-v1/modeling-ordinal-data.html,13
/reprores-v2/func.html,12
/reprores-v2/joins.html,12
/ug2-practical/continuing-the-glm-one-factor-anova.html,12
/ug2-practical/data-wrangling-a-key-skill.html,12
/ug2-practical/introduction-to-glm-one-factor-anova.html,12
/DTHCB/dthcb_nccatngang.html,11
/DTHCB/dthcb_sodokethop.html,11
/analysis-v2/revisiting-probability-distributions.html,11
/books/,11
/data-skills-v1/installing-r.html,11
/data-skills-v1/project-analysis.html,11
/msc-data-skills/tidyr.html,11
/quant-fun-v2/data-wrangling-2.html?q=mutate,11
/ug2-practical/regression.html,11
/ads-v1/draft/index.html,10
/ads-v1/summary.html,10
/ads-v1/viz.html,10
/quant-fun-v2/data-wrangling-3.html?q=inner_join,10
/ug2-practical/correlations.html,10
/DTHCB/dthcb_ncmota.html,9
/ads-v1/installing-r.html,9
/analysis-v2/index.html,9
/book-template/setup.html,9
/glossary/,9
/glossary/r,9
/quant-fun-v2/data-wrangling-2.html?q=filter,9
/reprores-v2/sim.html,9
/ug2-practical/nhst-and-one-sample-t-tests.html,9
