# ----------------------------------------
# Report CSV Export
# Account: psyTeachR
# Property: psyTeachR
# ----------------------------------------
# 
# All Users
# Start date: 20220410
# End date: 20220416

Page path + query string and screen class,Views
/,248
/30-day-chart-challenge/statistics.html,141
/quant-fun-v2/correlations.html,106
/msc-data-skills/ggplot.html,102
/quant-fun-v2/t-tests.html,95
/msc-data-skills/glm.html,91
/ads-v1/viz.html,84
/ads-v1/summary.html,76
/stat-models-v1/,72
/quant-fun-v2/,69
/ads-v1/wrangle.html,65
/ads-v1/custom.html,62
/ads-v1/tidy.html,61
/data-skills-v1/,58
/quant-fun-v2/power-and-effect-sizes.html,55
/ads-v1/reports.html,52
/stat-models-v1/introducing-linear-mixed-effects-models.html,51
/introdataviz/advanced-plots.html,48
/ug2-practical/within-subjects-t-test.html,48
/quant-fun-v2/data-wrangling-1.html,45
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html,45
/quant-fun-v2/probability.html,42
/06-owid.html,41
/30-day-chart-challenge/historical.html,41
/analysis-v2/,41
/ads-v1/joins.html,38
/30-day-chart-challenge/the-economist.html,37
/data-skills-v1/data-wrangling-1.html,37
/quant-fun-v2/intro-to-data-visualisation.html,37
/quant-fun-v2/data-wrangling-2.html,35
/30-day-chart-challenge/index.html,34
/introdataviz/transforming-data.html,33
/quant-fun-v2/data-wrangling-3.html,33
/30-day-chart-challenge/mountains.html,32
/30-day-chart-challenge/part-to-whole.html,32
/data-skills-v1/intro-to-data-viz.html,32
/ads-v1/data.html,31
/handyworkbook/,31
/shinyintro/reports.html,31
/reprores-v2/func.html,30
/stat-models-v1/interactions.html,30
/analysis-v2/nhst-two-sample-t-test.html,29
/introdataviz/,29
/msc-data-skills/sim.html,29
/reprores-v2/,29
/shiny-tutorials/01-first-app.html,29
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html,29
/30-day-chart-challenge/circular.html,28
/ads-v1/index.html,28
/shinyintro/outputs.html,28
/ads-v1/intro.html,27
/quant-fun-v2/screening-data.html,27
/30-day-chart-challenge/owid.html,26
/shinyintro/,26
/30-day-chart-challenge/correlation.html,25
/shinyintro/data.html,25
/30-day-chart-challenge/experimental.html,24
/30-day-chart-challenge/physical.html,24
/data-skills-v1/reshaping-data.html,24
/introdataviz/representing-summary-statistics.html,24
/quant-fun-v2/programming-basics.html,24
/quant-fun-v2/starting-with-data.html,24
/shinyintro/inputs.html,24
/30-day-chart-challenge/slope.html,23
/?capabilities=1&host=http%3A%2F%2F127.0.0.1%3A23180,23
/data-skills-v1/loading-data.html,23
/30-day-chart-challenge/dimensional.html,22
/introdataviz/introduction.html,22
/stat-models-v1/generalized-linear-mixed-effects-models.html,22
/ug2-practical/visualisation-through-ggplot2.html,22
/30-day-chart-challenge/multivariate.html,21
/shiny-tutorials/data-input.html,21
/DTHCB/dthcb_thietke.html,20
/data-skills-v1/programming-basics.html,20
/data-skills-v1/scatterplots.html,20
/quant-fun-v2/index.html,20
/data-skills-v1/aq-data-and-recap.html,19
/data-skills-v1/getting-to-know-the-data.html,19
/msc-data-skills/dplyr.html,19
/quant-fun-v2/one-way-anova.html,19
/30-day-chart-challenge/pictogram.html,18
/analysis-v2/simple-regression.html,18
/data-skills-v1/data-wrangling-2.html,18
/handyworkbook/simple-linear-regression.html,18
/quant-fun-v2/factorial-anova.html,18
/shinyintro/debugging.html,18
/stat-models-v1/index.html,18
/30-day-chart-challenge/flora.html,17
/handyworkbook/pearson-correlation.html,17
/quant-fun-v2/visualisation.html,17
/DTHCB/dthcb_sodokethop.html,16
/ads-v1/,16
/analysis-v2/multiple-regression.html,16
/data-skills-v1/index.html,16
/data-skills-v1/ref1.html,16
