# ----------------------------------------
# Report CSV Export
# Account: psyTeachR
# Property: psyTeachR
# ----------------------------------------
# 
# All Users
# Start date: 20211114
# End date: 20211120

Page path + query string and screen class,Views
/data-skills-v1/scatterplots.html,859
/quant-fun-v2/t-tests.html,641
/data-skills-v1/intro-to-data-viz.html,562
/quant-fun-v2/correlations.html,522
/stat-models-v1/introducing-linear-mixed-effects-models.html,471
/quant-fun-v2/power-and-effect-sizes.html,464
/,458
/quant-fun-v2/intro-to-data-visualisation.html,377
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html,373
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html,357
/stat-models-v1/,338
/quant-fun-v2/data-wrangling-1.html,317
/data-skills-v1/data-wrangling-1.html,306
/data-skills-v1/data-wrangling-2.html,300
/data-skills-v1/loading-data.html,237
/quant-fun-v2/probability.html,224
/quant-fun-v2/data-wrangling-3.html,223
/quant-fun-v2/data-wrangling-2.html,222
/quant-fun-v2/starting-with-data.html,210
/stat-models-v1/interactions.html,200
/analysis-v2/,169
/stat-models-v1/generalized-linear-mixed-effects-models.html,151
/analysis-v2/nhst-paired-sample-t-test-and-nonparametric-tests.html,149
/msc-data-skills/ggplot.html,142
/quant-fun-v2/programming-basics.html,141
/quant-fun-v2/intro-to-r.html,140
/data-skills-v1/,136
/analysis-v2/nhst-binomial-test-and-one-sample-t-test.html,132
/analysis-v2/nhst-two-sample-t-test.html,125
/stat-models-v1/multiple-regression.html,120
/analysis-v2/data-wrangling-a-key-skill.html,115
/quant-fun-v2/visualisation.html,107
/analysis-v2/data-visualisation-through-ggplot2.html,106
/quant-fun-v2/,105
/reprores-v2/,99
/data-skills-v1/ref1.html,97
/DTHCB/dthcb_thietke.html,95
/ug2-practical/,87
/DTHCB/,85
/stat-models-v1/correlation-and-regression.html,83
/data-skills-v1/programming-basics.html,76
/reprores-v2/glm.html,75
/msc-data-skills/sim.html,74
/analysis-v2/revisiting-probability-distributions.html,67
/mms/coding_club.html,65
/data-skills-v1/getting-to-know-the-data.html,64
/analysis-v2/starting-with-r-markdown.html,61
/reprores-v2/dplyr.html,60
/DTHCB/dthcb_nhieu.html,59
/DTHCB/dthcb_sdnq.html,59
/DTHCB/dthcb_gioithieu.html,58
/DTHCB/dthcb_sodokethop.html,58
/reprores-v2/ggplot.html,57
/ug2-practical/within-subjects-t-test.html,57
/reprores-v2/index.html,56
/quant-fun-v2/regression.html,52
/reprores-v2/exercises.html,52
/reprores-v2/tidyr.html,52
/stat-models-v1/introduction.html,52
/ug2-practical/data-wrangling-a-key-skill.html,49
/quant-fun-v2/index.html,47
/reprores-v2/repro.html,47
/quant-fun-v2/screening-data.html,44
/books/,43
/msc-data-skills/glm.html,42
/stat-models-v1/index.html,42
/ug2-practical/visualisation-through-ggplot2.html,41
/reprores-v2/data.html,40
/reprores-v2/intro.html,39
/DTHCB/dthcb_ncmota.html,38
/mms/glmm.html,36
/reprores-v2/joins.html,36
/DTHCB/dthcb_hienmac_moimac.html,35
/DTHCB/dthcb_nccatngang.html,34
/DTHCB/dthls_sailech.html,33
/stat-models-v1/modeling-ordinal-data.html,33
/data-skills-v1/aq-data-and-recap.html,30
/ug2-practical/revisiting-probability-distributions.html,30
/DTHCB/dthcb_ncdh.html,29
/introdataviz/advanced-plots.html,29
/DTHCB/dthcb_ncct.html,28
/DTHCB/dthcb_ncbenhchung.html,27
/data-skills-v1/index.html,27
/data-skills-v1/reshaping-data.html,27
/DTHCB/dthcb_cohoi.html,26
/msc-data-skills/,26
/DTHCB/dthcb_dich2.html,25
/quant-fun-v2/factorial-anova.html,25
/quant-fun-v2/one-way-anova.html,24
/DTHCB/index.html,23
/introdataviz/representing-summary-statistics.html,22
/introdataviz/multi-part-plots.html,21
/reprores-v2/sim.html,21
/shiny-tutorials/01-first-app.html,21
/DTHCB/dthcb_trinhbay.html,19
/handyworkbook/,19
/handyworkbook/between-subjects-students-t-test.html,19
/msc-data-skills/func.html,19
/reprores-v2/func.html,19
/ug2-practical/continuing-the-glm-two-factor-designs.html,19
/analysis-v2/index.html,17
/ug2-practical/starting-with-r-markdown.html,17
/glossary/r,16
/quant-fun-v2/multiple-regression.html,16
/introdataviz/transforming-data.html,15
/stat-models-v1/introducing-linear-mixed-effects-models.html?q=covariance,15
/ug2-practical/nhst-and-one-sample-t-tests.html,15
/introdataviz/,14
/msc-data-skills/data.html,14
/glossary/t,13
/handyworkbook/one-sample-chi-square.html,13
/handyworkbook/one-sample-t-test.html,13
/quant-fun-v2/power-and-effect-sizes.html?q=power,13
/stat-models-v1/interactions.html?q=dummy,13
/ug2-practical/combining-anova-and-regression-e.g.-ancovas.html,13
/analysis-v2/installing-r.html,12
/glossary/,12
/msc-conv/comparing-two-correlations.html,12
/quant-fun-v2/data-wrangling-2.html?q=filter,12
/ug2-practical/correlations.html,12
/analysis-v2/apes---alpha-power-effect-sizes-sample-size.html,11
/glossary/o.html,11
/mms/index.html,11
/msc-data-skills/repro.html,11
/quant-fun-v2/t-tests.html?q=recode,11
/shiny-tutorials/data-input.html,11
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html?q=update,11
/data-skills-v1/intro-to-probability.html,10
/glossary/c,10
/glossary/f,10
/mms/,10
/msc-conv/,10
/msc-conv/multiple-regression.html,10
/quant-fun-v2/data-wrangling-2.html?q=mutate,10
/quant-fun-v2/foreword.html,10
/stat-models-v1/multiple-regression.html?q=dummy,10
/tutorials/,10
/ug2-practical/permutation-tests---a-skill-set.html,10
/data-skills-v1/pipes.html,9
/glossary/s,9
/glossary/w,9
/handyworkbook/chi-square-cross-tabulation.html,9
/handyworkbook/descriptives.html,9
/handyworkbook/within-subjects-t-test.html,9
/index.html,9
/introdataviz/getting-started.html,9
/msc-data-skills/intro.html,9
/glossary/d,8
/msc-conv/programming-basics.html,8
/msc-data-skills/dplyr.html,8
/quant-fun-v2/data-wrangling-2.html?q=select,8
/quant-fun-v2/data-wrangling-3.html?q=group%20by,8
/quant-fun-v2/data-wrangling-3.html?q=inner_join,8
/quant-fun-v2/power-and-effect-sizes.html?q=broom,8
/shinyintro/,8
/stat-models-v1/understanding-correlation-and-regression-through-bivariate-simulation.html,8
/ug2-practical/continuing-the-glm-one-factor-anova.html,8
/data-skills-v1/intro-to-data-viz.html?q=ggplot,7
/data-skills-v1/mega-pipe.html,7
/data-skills-v1/programming-basics.html?q=mean,7
/glossary/i.html,7
/glossary/p,7
