# ----------------------------------------
# Report CSV Export
# Account: psyTeachR
# Property: psyTeachR
# ----------------------------------------
# 
# All Users
# Start date: 20211010
# End date: 20211014

Page path + query string and screen class,Views
/,605
/data-skills-v1/loading-data.html,456
/data-skills-v1/ref1.html,242
/data-skills-v1/programming-basics.html,228
/analysis-v2/data-wrangling-a-key-skill.html,222
/analysis-v2/data-visualisation-through-ggplot2.html,181
/stat-models-v1/interactions.html,181
/data-skills-v1/,177
/stat-models-v1/,149
/data-skills-v1/getting-to-know-the-data.html,138
/stat-models-v1/multiple-regression.html,134
/analysis-v2/starting-with-r-markdown.html,124
/analysis-v2/,121
/quant-fun-v2/data-wrangling-1.html,120
/stat-models-v1/understanding-correlation-and-regression-through-bivariate-simulation.html,119
/msc-data-skills/ggplot.html,108
/quant-fun-v2/programming-basics.html,100
/quant-fun-v2/data-wrangling-2.html,98
/ug2-practical/,90
/mms/,88
/reprores-v2/,78
/quant-fun-v2/intro-to-r.html,75
/quant-fun-v2/starting-with-data.html,68
/data-skills-v1/data-wrangling-1.html,63
/msc-data-skills/sim.html,61
/reprores-v2/exercises.html,61
/stat-models-v1/introduction.html,55
/reprores-v2/data.html,54
/quant-fun-v2/,45
/ug2-practical/continuing-the-glm-two-factor-designs.html,45
/stat-models-v1/index.html,43
/shiny-tutorials/coding_club.html,41
/quant-fun-v2/visualisation.html,38
/stat-models-v1/introducing-linear-mixed-effects-models.html,38
/quant-fun-v2/one-way-anova.html,37
/ug2-practical/data-wrangling-a-key-skill.html,37
/reprores-v2/ggplot.html,33
/msc-data-skills/,32
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html,32
/ug2-practical/visualisation-through-ggplot2.html,32
/glossary/,31
/data-skills-v1/index.html,30
/books/,28
/quant-fun-v2/data-wrangling-3.html,28
/reprores-v2/repro.html,27
/ug2-practical/within-subjects-t-test.html,27
/analysis-v2/installing-r.html,26
/ug2-practical/introduction-to-glm-one-factor-anova.html,25
/analysis-v2/index.html,22
/msc-data-skills/glm.html,22
/ug2-practical/continuing-the-glm-one-factor-anova.html,22
/reprores-v2/index.html,21
/stat-models-v1/generalized-linear-mixed-effects-models.html,21
/reprores-v2/intro.html,20
/rmd_output/4/index.html,20
/quant-fun-v2/index.html,19
/rmd_output/2/index.html,19
/ug2-practical/starting-with-r-markdown.html,19
/introdataviz/,18
/rmd_output/1/index.html,18
/rmd_output/3/index.html,18
/ug2-practical/permutation-tests---a-skill-set.html,18
/ug2-practical/regression.html,18
/resources.html,16
/shiny-tutorials/01-first-app.html,16
/ug2-practical/combining-anova-and-regression-e.g.-ancovas.html,16
/data-skills-v1/intro-to-data-viz.html,15
/rmd_output/0/index.html,15
/ug2-practical/revisiting-probability-distributions.html,15
/handyworkbook/descriptives.html,14
/quant-fun-v2/foreword.html,14
/data-skills-v1/data-wrangling-2.html,13
/quant-fun-v2/correlation.html,13
/index.html,12
/msc-data-skills/data.html,12
/psychopy-bsc-talk/introduction.html,12
/book-template/psyteachr-style-guide.html,11
/data-skills-v1/scatterplots.html,11
/introdataviz/getting-started.html,11
/msc-data-skills/func.html,11
/template/,11
/ug2-practical/nhst-and-one-sample-t-tests.html,11
/introdataviz/introduction.html,10
/introdataviz/representing-summary-statistics.html,10
/book-template/,9
/msc-data-skills/index.html,9
/quant-fun-v2/factorial-anova.html,9
/quant-fun-v2/probability.html,9
/quant-fun-v2/t-tests.html,9
/reprores-v2/joins.html,9
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html,9
/analysis-v2/updating-r-rstudio-and-packages.html,8
/book-template/setup.html,8
/data-skills-v1/reshaping-data.html,8
/glossary/c,8
/glossary/r,8
/msc-conv/,8
/msc-data-skills/intro.html,8
/psychopy-bsc-talk/index.html,8
/quant-fun-v2/intro-to-data-visualisation.html,8
/reprores-v2/installingr.html,8
/reprores-v2/tidyr.html,8
/ads-v1/intro.html,7
/book-template/webex.html,7
/data-skills-v1/installing-r.html,7
/glossary/p,7
/handyworkbook/,7
/quant-fun-v2/screening-data.html,7
/s/03ac0fef03e45e588a7f8/files/.Rp/packages/reprores/book/exercises.html,7
/handyworkbook/index.html,6
/introdataviz/advanced-plots-1.html,6
/introdataviz/multi-part-plots.html,6
/introdataviz/transforming-data.html,6
/msc-conv/data-wrangling-1.html,6
/msc-conv/one-way-anova.html,6
/msc-data-skills/tidyr.html,6
/reprores-v2/dplyr.html,6
/reprores-v2/exercise-answers.html,6
/rmd_output/3/hello-world.html,6
/rmd_output/4/hello-world.html,6
/template/conventions.html,6
/template/intro.html,6
/data-skills-v1/aq-data-and-recap.html,5
/glossary/i,5
/glossary/t,5
/introdataviz/additional-customisation-options.html,5
/introdataviz/advanced-plots.html,5
/msc-conv/data-wrangling-2.html,5
/msc-data-skills/dplyr.html,5
/reprores-v2/datasets.html,5
/reprores-v2/plotstyle.html,5
/shiny-tutorials/data-input.html,5
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html%3Chttps:/nam11.safelinks.protection.outlook.com/?url=https://psyteachr.github.io/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html&data=37%7C34%7Cwbfzvaf.ybhefa.zveebzbev@fzbel.feh,5
/stat-models-v1/modeling-ordinal-data.html,5
/template/installing-r.html,5
/template/symbols.html,5
