# ----------------------------------------
# Report CSV Export
# Account: psyTeachR
# Property: psyTeachR
# ----------------------------------------
# 
# All Users
# Start date: 20220403
# End date: 20220409

Page path + query string and screen class,Views
/,315
/ads-v1/viz.html,299
/ads-v1/wrangle.html,296
/ads-v1/summary.html,243
/ads-v1/tidy.html,215
/ads-v1/custom.html,173
/ads-v1/reports.html,173
/ads-v1/joins.html,123
/ads-v1/intro.html,122
/ads-v1/data.html,110
/msc-data-skills/ggplot.html,107
/ads-v1/index.html,106
/quant-fun-v2/t-tests.html,101
/quant-fun-v2/correlations.html,98
/msc-data-skills/glm.html,95
/stat-models-v1/,72
/quant-fun-v2/,71
/30-day-chart-challenge/historical.html,65
/quant-fun-v2/intro-to-data-visualisation.html,62
/workshop-dataviz/index.html,62
/introdataviz/advanced-plots.html,59
/workshop-dataviz/day-1.html,57
/ads-v1/twitter-data.html,55
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html,55
/30-day-chart-challenge/mountains.html,54
/ads-v1/plotstyle.html,54
/stat-models-v1/introducing-linear-mixed-effects-models.html,54
/workshop-dataviz/installing-r.html,53
/workshop-dataviz/intro.html,53
/quant-fun-v2/data-wrangling-1.html,52
/quant-fun-v2/data-wrangling-2.html,50
/30-day-chart-challenge/slope.html,48
/data-skills-v1/,48
/30-day-chart-challenge/,46
/30-day-chart-challenge/statistics.html,46
/ads-v1/twitter-hashtags.html,46
/quant-fun-v2/data-wrangling-3.html,46
/shinyintro/,43
/quant-fun-v2/power-and-effect-sizes.html,42
/30-day-chart-challenge/part-to-whole.html,41
/ug2-practical/within-subjects-t-test.html,41
/shiny-tutorials/01-first-app.html,40
/quant-fun-v2/starting-with-data.html,39
/shinyintro/outputs.html,39
/ads-v1/practice-report.html,38
/handyworkbook/,38
/ads-v1/,36
/quant-fun-v2/intro-to-r.html,35
/quant-fun-v2/programming-basics.html,35
/30-day-chart-challenge/pictogram.html,34
/introdataviz/transforming-data.html,34
/data-skills-v1/pipes.html,33
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html,33
/introdataviz/,32
/introdataviz/representing-summary-statistics.html,32
/quant-fun-v2/screening-data.html,32
/shinyintro/inputs.html,32
/stat-models-v1/interactions.html,31
/30-day-chart-challenge/flora.html,29
/shinyintro/reports.html,28
/30-day-chart-challenge/physical.html,27
/data-skills-v1/data-wrangling-1.html,27
/introdataviz/multi-part-plots.html,27
/msc-data-skills/sim.html,27
/30-day-chart-challenge/index.html,26
/DTHCB/dthcb_gioithieu.html,26
/data-skills-v1/getting-to-know-the-data.html,26
/DTHCB/dthcb_thietke.html,25
/analysis-v2/,25
/handyworkbook/simple-linear-regression.html,25
/shinyintro/shinydashboard.html,25
/shinyintro/sharing.html,24
/30-day-chart-challenge/owid.html,23
/quant-fun-v2/probability.html,23
/reprores-v2/,23
/stat-models-v1/generalized-linear-mixed-effects-models.html,23
/stat-models-v1/multiple-regression.html,23
/stat-models-v1/correlation-and-regression.html,22
/data-skills-v1/mega-pipe.html,21
/data-skills-v1/reshaping-data.html,21
/msc-data-skills/,21
/shinyintro/data.html,21
/shinyintro/debugging.html,21
/shinyintro/index.html,21
/ads-v1/summary.html?q=filter,19
/reprores-v2/tidyr.html,19
/stat-models-v1/index.html,19
