# ----------------------------------------
# Report CSV Export
# Account: psyTeachR
# Property: psyTeachR
# ----------------------------------------
# 
# All Users
# Start date: 20211212
# End date: 20211216

Page path + query string and screen class,Views
/shinyintro/,489
/quant-fun-v2/data-wrangling-1.html,395
/stat-models-v1/introducing-linear-mixed-effects-models.html,365
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html,304
/stat-models-v1/correlation-and-regression.html,302
/quant-fun-v2/data-wrangling-2.html,296
/stat-models-v1/multiple-regression.html,296
/,283
/quant-fun-v2/correlations.html,271
/stat-models-v1/generalized-linear-mixed-effects-models.html,262
/stat-models-v1/interactions.html,259
/quant-fun-v2/t-tests.html,254
/stat-models-v1/,251
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html,233
/quant-fun-v2/data-wrangling-3.html,212
/quant-fun-v2/starting-with-data.html,186
/quant-fun-v2/screening-data.html,178
/DTHCB/dthcb_gioithieu.html,176
/DTHCB/,160
/quant-fun-v2/intro-to-data-visualisation.html,158
/quant-fun-v2/programming-basics.html,136
/introdataviz/,132
/DTHCB/dthcb_thietke.html,128
/DTHCB/dthcb_dich2.html,127
/quant-fun-v2/intro-to-r.html,121
/DTHCB/dthcb_hienmac_moimac.html,113
/stat-models-v1/introduction.html,104
/DTHCB/dthcb_sodokethop.html,90
/quant-fun-v2/,90
/quant-fun-v2/power-and-effect-sizes.html,89
/DTHCB/dthcb_ncmota.html,88
/stat-models-v1/modeling-ordinal-data.html,85
/reprores-v2/,81
/reprores-v2/glm.html,76
/analysis-v2/,69
/reprores-v2/ggplot.html,66
/ug2-practical/data-wrangling-a-key-skill.html,66
/quant-fun-v2/visualisation.html,64
/data-skills-v1/,63
/DTHCB/dthcb_cohoi.html,61
/DTHCB/dthls_sailech.html,61
/DTHCB/dthcb_sdnq.html,58
/DTHCB/dthcb_nhieu.html,56
/shinyintro/first-app.html,54
/ug2-practical/,54
/quant-fun-v2/probability.html,53
/ug2-practical/within-subjects-t-test.html,53
/msc-data-skills/ggplot.html,52
/reprores-v2/dplyr.html,52
/reprores-v2/data.html,47
/reprores-v2/repro.html,47
/stat-models-v1/index.html,47
/DTHCB/dthcb_ncdh.html,45
/books/,45
/DTHCB/dthcb_trinhbay.html,44
/reprores-v2/sim.html,44
/DTHCB/dthcb_nccatngang.html,42
/DTHCB/dthcb_ncbenhchung.html,38
/reprores-v2/joins.html,38
/introdataviz/introduction.html,36
/reprores-v2/tidyr.html,36
