# ----------------------------------------
# Report CSV Export
# Account: psyTeachR
# Property: psyTeachR
# ----------------------------------------
# 
# All Users
# Start date: 20211107
# End date: 20211113

Page path + query string and screen class,Views
/,636
/data-skills-v1/intro-to-data-viz.html,589
/quant-fun-v2/t-tests.html,552
/analysis-v2/data-wrangling-a-key-skill.html,503
/quant-fun-v2/correlations.html,465
/analysis-v2/data-visualisation-through-ggplot2.html,421
/DTHCB/,409
/quant-fun-v2/programming-basics.html,398
/quant-fun-v2/intro-to-r.html,369
/quant-fun-v2/intro-to-data-visualisation.html,305
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html,305
/quant-fun-v2/data-wrangling-1.html,303
/data-skills-v1/data-wrangling-2.html,281
/quant-fun-v2/starting-with-data.html,271
/DTHCB/dthcb_sodokethop.html,265
/DTHCB/dthcb_hienmac_moimac.html,253
/data-skills-v1/,252
/quant-fun-v2/data-wrangling-2.html,249
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html,249
/analysis-v2/revisiting-probability-distributions.html,241
/stat-models-v1/,241
/analysis-v2/starting-with-r-markdown.html,239
/quant-fun-v2/power-and-effect-sizes.html,227
/stat-models-v1/introducing-linear-mixed-effects-models.html,222
/DTHCB/dthcb_thietke.html,217
/data-skills-v1/data-wrangling-1.html,216
/analysis-v2/,215
/quant-fun-v2/data-wrangling-3.html,210
/analysis-v2/nhst-binomial-test-and-one-sample-t-test.html,195
/quant-fun-v2/,178
/DTHCB/dthcb_gioithieu.html,152
/msc-data-skills/ggplot.html,152
/quant-fun-v2/https://psyteachr.github.io/quant-fun-v2/intro-to-data-visualisation.html,143
/data-skills-v1/loading-data.html,136
/quant-fun-v2/factorial-anova.html,135
/analysis-v2/nhst-two-sample-t-test.html,133
/data-skills-v1/getting-to-know-the-data.html,132
/DTHCB/dthcb_nhieu.html,125
/DTHCB/dthcb_ncmota.html,122
/quant-fun-v2/visualisation.html,120
/reprores-v2/dplyr.html,116
/quant-fun-v2/probability.html,113
/quant-fun-v2/one-way-anova.html,108
/DTHCB/dthls_sailech.html,104
/DTHCB/dthcb_nccatngang.html,95
/DTHCB/dthcb_ncdh.html,95
/DTHCB/dthcb_dich2.html,94
/quant-fun-v2/index.html,93
/data-skills-v1/programming-basics.html,91
/reprores-v2/,91
/data-skills-v1/ref1.html,89
/DTHCB/dthcb_ncbenhchung.html,86
/DTHCB/dthcb_cohoi.html,84
/DTHCB/dthcb_ncct.html,83
/mms/coding_club.html,77
/stat-models-v1/interactions.html,76
/quant-fun-v2/regression.html,73
/stat-models-v1/generalized-linear-mixed-effects-models.html,73
/stat-models-v1/multiple-regression.html,70
