# ----------------------------------------
# Report CSV Export
# Account: psyTeachR
# Property: psyTeachR
# ----------------------------------------
# 
# All Users
# Start date: 20220206
# End date: 20220212

Page path + query string and screen class,Views
/data-skills-v1/mega-pipe.html,1647
/data-skills-v1/pipes.html,1325
/data-skills-v1/reshaping-data.html,1244
/data-skills-v1/data-wrangling-1.html,941
/data-skills-v1/intro-to-data-viz.html,897
/data-skills-v1/aq-data-and-recap.html,872
/,710
/data-skills-v1/data-wrangling-2.html,699
/data-skills-v1/loading-data.html,491
/data-skills-v1/scatterplots.html,459
/ads-v1/reports.html,432
/ads-v1/viz.html,422
/analysis-v2/multiple-regression.html,408
/analysis-v2/simple-regression.html,392
/analysis-v2/correlations.html,370
/analysis-v2/,252
/ads-v1/intro.html,246
/analysis-v2/data-wrangling-a-key-skill.html,227
/data-skills-v1/ref1.html,223
/data-skills-v1/programming-basics.html,208
/DTHCB/,206
/data-skills-v1/intro-to-probability.html,197
/data-skills-v1/,191
/data-skills-v1/getting-to-know-the-data.html,181
/analysis-v2/starting-with-r-markdown.html,178
/DTHCB/dthcb_gioithieu.html,154
/analysis-v2/data-visualisation-through-ggplot2.html,145
/stat-models-v1/,133
/DTHCB/dthcb_hienmac_moimac.html,118
/analysis-v2/nhst-two-sample-t-test.html,116
/ads-v1/installing-r.html,114
/analysis-v2/nhst-paired-sample-t-test-and-nonparametric-tests.html,108
/DTHCB/dthcb_dich2.html,106
/handyworkbook/,105
/msc-data-skills/glm.html,105
/DTHCB/dthcb_thietke.html,103
/DTHCB/dthcb_sodokethop.html,97
/ads-v1/index.html,95
/data-skills-v1/index.html,95
/analysis-v2/apes---alpha-power-effect-sizes-sample-size.html,93
/analysis-v2/nhst-binomial-test-and-one-sample-t-test.html,92
/data-skills-v1/data-wrangling-2.html?q=filter,86
/DTHCB/dthcb_ncmota.html,83
/quant-fun-v2/one-way-anova.html,75
/reprores-v2/,75
/data-skills-v1/simulation.html?q=count(),70
/quant-fun-v2/multiple-regression.html,70
/data-skills-v1/simulation.html?q=count,69
/ads-v1/data.html,67
/data-skills-v1/simulation.html,67
/stat-models-v1/generalized-linear-mixed-effects-models.html,65
/introdataviz/,63
/msc-data-skills/ggplot.html,63
/DTHCB/dthcb_trinhbay.html,62
/data-skills-v1/probability-continued.html,62
/glossary/,60
/introdataviz/advanced-plots.html,60
/quant-fun-v2/,57
/DTHCB/dthcb_nccatngang.html,55
/DTHCB/dthcb_nhieu.html,55
/stat-models-v1/introducing-linear-mixed-effects-models.html,55
/introdataviz/representing-summary-statistics.html,51
/DTHCB/dthcb_ncct.html,49
/analysis-v2/revisiting-probability-distributions.html,49
/data-skills-v1/data-wrangling-2.html?q=group,49
/msc-data-skills/sim.html,48
/shinyintro/,46
/ads-v1/,45
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html,45
/data-skills-v1/intro-to-data-viz.html?q=ggplot,44
/data-skills-v1/programming-basics.html?q=mean,44
/DTHCB/dthcb_sdnq.html,43
/analysis-v2/index.html,43
/data-skills-v1/loading-data.html?q=table,43
/stat-models-v1/index.html,43
/DTHCB/dthcb_cohoi.html,42
/DTHCB/dthcb_ncbenhchung.html,42
/ads-v1/plotstyle.html,42
/data-skills-v1/project-analysis.html,42
/DTHCB/dthcb_ncdh.html,41
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html,39
/data-skills-v1/data-wrangling-2.html?q=summarise,38
/stat-models-v1/correlation-and-regression.html,37
/ads-v1/summary.html,36
/DTHCB/dthls_sailech.html,35
/ads-v1/data-types.html,35
/data-skills-v1/reshaping-data.html?q=inner,35
/glossary/j.html,35
/quant-fun-v2/data-wrangling-1.html,35
/msc-data-skills/,33
/ug2-practical/within-subjects-t-test.html,33
/ads-v1/appendix-updating-r.html,32
/quant-fun-v2/index.html,32
/ug2-practical/visualisation-through-ggplot2.html,32
/data-skills-v1/data-wrangling-2.html?q=group_by,31
/data-skills-v1/reshaping-data.html?q=count,31
/ads-v1/joins.html,30
/data-skills-v1/reshaping-data.html?q=pivot,30
/stat-models-v1/introduction.html,30
/ug2-practical/,30
/reprores-v2/index.html,29
/tutorials/,29
/ug2-practical/data-wrangling-a-key-skill.html,29
/data-skills-v1/intro-to-data-viz.html?q=boxplot,28
/msc-data-skills/joins.html,28
/stat-models-v1/interactions.html,28
/data-skills-v1/data-wrangling-2.html?q=median,27
