# ----------------------------------------
# Report CSV Export
# Account: psyTeachR
# Property: psyTeachR
# ----------------------------------------
# 
# All Users
# Start date: 20211121
# End date: 20211127

Page path + query string and screen class,Views
/data-skills-v1/scatterplots.html,2330
/data-skills-v1/intro-to-data-viz.html,2277
/data-skills-v1/data-wrangling-1.html,2231
/data-skills-v1/data-wrangling-2.html,1781
/data-skills-v1/loading-data.html,1288
/analysis-v2/nhst-two-sample-t-test.html,813
/analysis-v2/nhst-binomial-test-and-one-sample-t-test.html,625
/quant-fun-v2/t-tests.html,542
/data-skills-v1/ref1.html,541
/analysis-v2/nhst-paired-sample-t-test-and-nonparametric-tests.html,500
/quant-fun-v2/intro-to-data-visualisation.html,456
/,452
/data-skills-v1/programming-basics.html,435
/quant-fun-v2/data-wrangling-1.html,412
/quant-fun-v2/data-wrangling-2.html,356
/analysis-v2/data-wrangling-a-key-skill.html,337
/data-skills-v1/getting-to-know-the-data.html,328
/quant-fun-v2/data-wrangling-3.html,261
/quant-fun-v2/power-and-effect-sizes.html,258
/quant-fun-v2/correlations.html,253
/data-skills-v1/,247
/analysis-v2/,219
/data-skills-v1/aq-data-and-recap.html,208
/DTHCB/,193
/quant-fun-v2/screening-data.html,187
/analysis-v2/data-visualisation-through-ggplot2.html,183
/analysis-v2/apes---alpha-power-effect-sizes-sample-size.html,169
/quant-fun-v2/probability.html,168
/DTHCB/dthcb_gioithieu.html,167
/analysis-v2/starting-with-r-markdown.html,150
/quant-fun-v2/starting-with-data.html,147
/quant-fun-v2/programming-basics.html,142
/stat-models-v1/,142
/quant-fun-v2/multiple-regression.html,140
/data-skills-v1/reshaping-data.html,134
/quant-fun-v2/intro-to-r.html,134
/DTHCB/dthcb_thietke.html,132
/analysis-v2/revisiting-probability-distributions.html,127
/DTHCB/dthcb_dich2.html,122
/stat-models-v1/generalized-linear-mixed-effects-models.html,119
/quant-fun-v2/,115
/quant-fun-v2/regression.html,113
/quant-fun-v2/visualisation.html,111
/msc-data-skills/ggplot.html,106
/data-skills-v1/scatterplots.html?q=mutate,100
/data-skills-v1/programming-basics.html?q=mean,98
/DTHCB/dthcb_hienmac_moimac.html,95
/reprores-v2/,94
/ug2-practical/within-subjects-t-test.html,91
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html,88
/stat-models-v1/introducing-linear-mixed-effects-models.html,86
/DTHCB/dthcb_ncmota.html,78
/data-skills-v1/data-wrangling-2.html?q=mean,77
/quant-fun-v2/index.html,74
/analysis-v2/nhst-paired-sample-t-test-and-nonparametric-tests.html?q=rename,71
/data-skills-v1/pipes.html,68
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html,68
/DTHCB/dthcb_sodokethop.html,67
/data-skills-v1/index.html,67
/mms/coding_club.html,65
/data-skills-v1/data-wrangling-2.html?q=mutate,63
/msc-data-skills/glm.html,63
/reprores-v2/func.html,59
/ug2-practical/,59
/data-skills-v1/data-wrangling-1.html?q=mutate,58
/reprores-v2/ggplot.html,58
/stat-models-v1/correlation-and-regression.html,57
/DTHCB/dthcb_nccatngang.html,54
