# ----------------------------------------
# Report CSV Export
# Account: psyTeachR
# Property: psyTeachR
# ----------------------------------------
# 
# All Users
# Start date: 20211226
# End date: 20220101

Page path + query string and screen class,Views
/introdataviz/,1010
/introdataviz/introduction.html,410
/,322
/DTHCB/,315
/DTHCB/dthcb_gioithieu.html,249
/introdataviz/getting-started.html,239
/introdataviz/multi-part-plots.html,195
/introdataviz/advanced-plots.html,192
/introdataviz/representing-summary-statistics.html,184
/introdataviz/transforming-data.html,162
/introdataviz/index.html,130
/DTHCB/dthcb_dich2.html,106
/DTHCB/dthcb_sodokethop.html,86
/DTHCB/dthcb_thietke.html,80
/DTHCB/dthcb_hienmac_moimac.html,78
/stat-models-v1/,69
/DTHCB/dthcb_trinhbay.html,58
/introdataviz/conclusion.html,58
/DTHCB/dthcb_nhieu.html,56
/DTHCB/dthcb_nccatngang.html,54
/data-skills-v1/,54
/DTHCB/dthcb_ncmota.html,53
/DTHCB/dthls_sailech.html,48
/introdataviz/additional-resources.html,48
/DTHCB/dthcb_ncbenhchung.html,46
/DTHCB/dthcb_sdnq.html,45
/DTHCB/dthcb_ncdh.html,42
/reprores-v2/,41
/msc-data-skills/ggplot.html,40
/DTHCB/dthcb_cohoi.html,39
/DTHCB/dthcb_ncct.html,39
/data-skills-v1/getting-to-know-the-data.html,36
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html,33
/analysis-v2/,31
/stat-models-v1/correlation-and-regression.html,31
/introdataviz/advanced-plots-1.html,30
/quant-fun-v2/intro-to-r.html,30
/data-skills-v1/data-wrangling-1.html,29
/reprores-v2/repro.html,29
/stat-models-v1/introducing-linear-mixed-effects-models.html,28
/DTHCB/index.html,27
/data-skills-v1/programming-basics.html,27
/quant-fun-v2/data-wrangling-1.html,27
/msc-data-skills/sim.html,26
/quant-fun-v2/,26
/reprores-v2/dplyr.html,26
/stat-models-v1/index.html,26
/reprores-v2/data.html,25
/introdataviz/additional-customisation-options.html,24
/msc-data-skills/glm.html,24
/quant-fun-v2/power-and-effect-sizes.html,23
/reprores-v2/ggplot.html,23
/mms/coding_club.html,22
/reprores-v2/intro.html,22
/shinyintro/,22
/stat-models-v1/multiple-regression.html,22
/reprores-v2/tidyr.html,21
/quant-fun-v2/correlations.html,20
/quant-fun-v2/t-tests.html,20
/quant-fun-v2/data-wrangling-2.html,19
/reprores-v2/joins.html,19
/stat-models-v1/generalized-linear-mixed-effects-models.html,19
/stat-models-v1/introduction.html,19
/msc-data-skills/,18
/quant-fun-v2/programming-basics.html,18
/analysis-v2/data-visualisation-through-ggplot2.html,16
/stat-models-v1/interactions.html,16
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html,16
/data-skills-v1/index.html,15
/analysis-v2/apes---alpha-power-effect-sizes-sample-size.html,14
/ug2-practical/starting-with-r-markdown.html,14
/analysis-v2/data-wrangling-a-key-skill.html,13
/analysis-v2/nhst-paired-sample-t-test-and-nonparametric-tests.html,13
/data-skills-v1/data-wrangling-2.html,13
/quant-fun-v2/index.html,13
/quant-fun-v2/starting-with-data.html,13
/ug2-practical/,13
/analysis-v2/nhst-two-sample-t-test.html,12
/analysis-v2/revisiting-probability-distributions.html,12
/msc-data-skills/intro.html,12
/reprores-v2/glm.html,12
/reprores-v2/sim.html,12
/analysis-v2/nhst-binomial-test-and-one-sample-t-test.html,11
/analysis-v2/starting-with-r-markdown.html,11
/data-skills-v1/pipes.html,11
/data-skills-v1/ref1.html,11
/quant-fun-v2/data-wrangling-3.html,11
/quant-fun-v2/one-way-anova.html,11
/shiny-tutorials/data-input.html,11
/introdataviz/references.html,10
/ug2-practical/data-wrangling-a-key-skill.html,10
